category	sample	sum_abund	groups
Sulfonamide	V1.UC17-2	8.94879321867e-09	Ab (determinants)
Aminonucleoside	V1.UC17-2	0	Ab (determinants)
Aminocoumarin	V1.UC17-2	7.11664799112e-10	Ab (determinants)
Mixture	V1.UC17-2	2.54740940354e-09	Ab (determinants)
Miscellaneous	V1.UC17-2	0	Ab (determinants)
Rifamycin	V1.UC17-2	2.2236326941e-10	Ab (determinants)
Lipopeptide	V1.UC17-2	8.27294713491e-10	Ab (determinants)
Fluoroquinolone	V1.UC17-2	1.69335404224e-09	Ab (determinants)
Oxazolidinone	V1.UC17-2	0	Ab (determinants)
Acridine dye	V1.UC17-2	0	Ab (determinants)
Macrolide	V1.UC17-2	2.28762049891e-07	Ab (determinants)
Phenicol	V1.UC17-2	6.88432607254e-09	Ab (determinants)
Elfamycin	V1.UC17-2	0	Ab (determinants)
Beta-lactam	V1.UC17-2	8.88817679496e-08	Ab (determinants)
Peptide	V1.UC17-2	7.34625513756e-11	Ab (determinants)
Coumarin	V1.UC17-2	1.0135873527e-09	Ab (mutations)
Rifampin	V1.UC17-2	3.01714599262e-09	Ab (mutations)
Sulfonamides	V1.UC17-2	8.52815154656e-09	Ab (mutations)
Fluoroquinolones	V1.UC17-2	2.61915825144e-08	Ab (mutations)
Metals	MH0008	0.0	Metals
Biocides	MH0008	0.0	Biocides
Aminoglycoside	MH0103	1.70758315465e-09	Ab (determinants)
Tetracycline derivative	MH0103	6.02923582764e-08	Ab (determinants)
Nucleoside	MH0103	2.15237324708e-10	Ab (determinants)
Pleuromutilin	MH0103	0	Ab (determinants)
Diaminopyrimidine	MH0103	1.40138860199e-10	Ab (determinants)
Glycopeptide	MH0103	1.32128617044e-08	Ab (determinants)
Lincosamide	MH0103	7.64816539228e-09	Ab (determinants)
Streptogramin	MH0103	8.61533019636e-09	Ab (determinants)
Sulfonamide	MH0103	0	Ab (determinants)
Aminonucleoside	MH0103	0	Ab (determinants)
Aminocoumarin	MH0103	5.35435817822e-12	Ab (determinants)
Mixture	MH0103	5.11330704565e-10	Ab (determinants)
Miscellaneous	MH0103	0	Ab (determinants)
Rifamycin	MH0103	0	Ab (determinants)
Lipopeptide	MH0103	8.42153724792e-11	Ab (determinants)
Fluoroquinolone	MH0103	1.05979365321e-11	Ab (determinants)
Oxazolidinone	MH0103	0	Ab (determinants)
Acridine dye	MH0103	0	Ab (determinants)
Macrolide	MH0103	1.34970431308e-08	Ab (determinants)
Phenicol	MH0103	3.67589274157e-09	Ab (determinants)
Elfamycin	MH0103	0	Ab (determinants)
Beta-lactam	MH0103	1.08056383673e-07	Ab (determinants)
Peptide	MH0103	0	Ab (determinants)
Coumarin	MH0103	7.90557462866e-10	Ab (mutations)
Rifampin	MH0103	5.73005679631e-09	Ab (mutations)
Sulfonamides	MH0103	3.95623636149e-10	Ab (mutations)
Fluoroquinolones	MH0103	4.12755611906e-08	Ab (mutations)
Aminoglycoside	MH0042	2.93864545163e-09	Ab (determinants)
Tetracycline derivative	MH0042	1.33511431768e-07	Ab (determinants)
Nucleoside	MH0042	2.59798760753e-10	Ab (determinants)
Pleuromutilin	MH0042	0	Ab (determinants)
Diaminopyrimidine	MH0042	2.13705432232e-10	Ab (determinants)
Glycopeptide	MH0042	2.76394901469e-09	Ab (determinants)
Lincosamide	MH0042	1.41805688749e-08	Ab (determinants)
Streptogramin	MH0042	1.29198637498e-08	Ab (determinants)
Sulfonamide	MH0042	2.03259936197e-09	Ab (determinants)
Aminonucleoside	MH0042	0	Ab (determinants)
Aminocoumarin	MH0042	8.50043406668e-11	Ab (determinants)
Mixture	MH0042	8.39206400867e-11	Ab (determinants)
Miscellaneous	MH0042	0	Ab (determinants)
Rifamycin	MH0042	0	Ab (determinants)
Lipopeptide	MH0042	6.46525735817e-11	Ab (determinants)
Fluoroquinolone	MH0042	6.41570216287e-11	Ab (determinants)
Oxazolidinone	MH0042	0	Ab (determinants)
Acridine dye	MH0042	0	Ab (determinants)
Macrolide	MH0042	1.36381120882e-08	Ab (determinants)
Phenicol	MH0042	3.57137996254e-09	Ab (determinants)
Elfamycin	MH0042	0	Ab (determinants)
Beta-lactam	MH0042	1.05655932606e-08	Ab (determinants)
Peptide	MH0042	4.29315084598e-11	Ab (determinants)
Coumarin	MH0042	3.18876249104e-09	Ab (mutations)
Rifampin	MH0042	3.15809946407e-09	Ab (mutations)
Sulfonamides	MH0042	2.32688408882e-09	Ab (mutations)
Fluoroquinolones	MH0042	2.21964381817e-08	Ab (mutations)
Metals	O2.UC16-2	7.59525435866e-07	Metals
Biocides	O2.UC16-2	1.20940363374e-07	Biocides
Aminoglycoside	V1.CD41-0	4.91167671092e-08	Ab (determinants)
Tetracycline derivative	V1.CD41-0	2.67752143158e-07	Ab (determinants)
Nucleoside	V1.CD41-0	5.14646841563e-09	Ab (determinants)
Pleuromutilin	V1.CD41-0	0	Ab (determinants)
Diaminopyrimidine	V1.CD41-0	1.43841116953e-08	Ab (determinants)
Glycopeptide	V1.CD41-0	7.95678463326e-12	Ab (determinants)
Lincosamide	V1.CD41-0	3.29540096453e-08	Ab (determinants)
Streptogramin	V1.CD41-0	2.20529902698e-08	Ab (determinants)
Sulfonamide	V1.CD41-0	1.22508016261e-09	Ab (determinants)
Aminonucleoside	V1.CD41-0	0	Ab (determinants)
Aminocoumarin	V1.CD41-0	1.4333047336e-07	Ab (determinants)
Mixture	V1.CD41-0	1.91888281786e-07	Ab (determinants)
Miscellaneous	V1.CD41-0	3.75067671831e-10	Ab (determinants)
Rifamycin	V1.CD41-0	4.93556389289e-08	Ab (determinants)
Lipopeptide	V1.CD41-0	2.37491933313e-07	Ab (determinants)
Fluoroquinolone	V1.CD41-0	3.3920297228e-07	Ab (determinants)
Oxazolidinone	V1.CD41-0	0	Ab (determinants)
Acridine dye	V1.CD41-0	2.71212613276e-12	Ab (determinants)
Macrolide	V1.CD41-0	1.68323951829e-07	Ab (determinants)
Phenicol	V1.CD41-0	4.97281837356e-08	Ab (determinants)
Elfamycin	V1.CD41-0	0	Ab (determinants)
Beta-lactam	V1.CD41-0	2.96053121922e-07	Ab (determinants)
Peptide	V1.CD41-0	3.53499541723e-08	Ab (determinants)
Coumarin	V1.CD41-0	3.42640025188e-09	Ab (mutations)
Rifampin	V1.CD41-0	4.33138063927e-09	Ab (mutations)
Sulfonamides	V1.CD41-0	1.15637748619e-08	Ab (mutations)
Fluoroquinolones	V1.CD41-0	3.35830001818e-08	Ab (mutations)
Metals	MH0079	8.95266310145e-07	Metals
Biocides	MH0079	6.04760710248e-07	Biocides
Aminoglycoside	MH0044	2.84759722346e-10	Ab (determinants)
Tetracycline derivative	MH0044	6.40883180029e-08	Ab (determinants)
Nucleoside	MH0044	0	Ab (determinants)
Pleuromutilin	MH0044	0	Ab (determinants)
Diaminopyrimidine	MH0044	0	Ab (determinants)
Glycopeptide	MH0044	3.03038723282e-10	Ab (determinants)
Lincosamide	MH0044	2.20897445836e-09	Ab (determinants)
Streptogramin	MH0044	2.45821673305e-09	Ab (determinants)
Sulfonamide	MH0044	0	Ab (determinants)
Aminonucleoside	MH0044	0	Ab (determinants)
Aminocoumarin	MH0044	1.33106785041e-10	Ab (determinants)
Mixture	MH0044	0	Ab (determinants)
Miscellaneous	MH0044	0	Ab (determinants)
Rifamycin	MH0044	4.08982899221e-11	Ab (determinants)
Lipopeptide	MH0044	0	Ab (determinants)
Fluoroquinolone	MH0044	1.91593082867e-10	Ab (determinants)
Oxazolidinone	MH0044	0	Ab (determinants)
Acridine dye	MH0044	0	Ab (determinants)
Macrolide	MH0044	2.81765287443e-09	Ab (determinants)
Phenicol	MH0044	3.85836856992e-08	Ab (determinants)
Elfamycin	MH0044	0	Ab (determinants)
Beta-lactam	MH0044	6.9731240024e-09	Ab (determinants)
Peptide	MH0044	0	Ab (determinants)
Coumarin	MH0044	1.75972534547e-08	Ab (mutations)
Rifampin	MH0044	4.41788553928e-09	Ab (mutations)
Sulfonamides	MH0044	4.25250656626e-09	Ab (mutations)
Fluoroquinolones	MH0044	2.47644116082e-08	Ab (mutations)
Metals	MH0177	3.63552401668e-07	Metals
Biocides	MH0177	1.25748829915e-07	Biocides
Metals	V1.CD11-0	1.07461516813e-06	Metals
Biocides	V1.CD11-0	1.08106377135e-06	Biocides
Aminoglycoside	MH0116	2.92860571538e-09	Ab (determinants)
Tetracycline derivative	MH0116	2.58770188175e-07	Ab (determinants)
Nucleoside	MH0116	1.07984645961e-09	Ab (determinants)
Pleuromutilin	MH0116	0	Ab (determinants)
Diaminopyrimidine	MH0116	1.6124008428e-09	Ab (determinants)
Glycopeptide	MH0116	1.19000348637e-09	Ab (determinants)
Lincosamide	MH0116	5.39809822732e-08	Ab (determinants)
Streptogramin	MH0116	5.55728451638e-08	Ab (determinants)
Sulfonamide	MH0116	1.64176865649e-10	Ab (determinants)
Aminonucleoside	MH0116	0	Ab (determinants)
Aminocoumarin	MH0116	5.66584696249e-11	Ab (determinants)
Mixture	MH0116	1.44209599327e-10	Ab (determinants)
Miscellaneous	MH0116	3.92659541086e-11	Ab (determinants)
Rifamycin	MH0116	0	Ab (determinants)
Lipopeptide	MH0116	4.75816712273e-11	Ab (determinants)
Fluoroquinolone	MH0116	2.67699736237e-10	Ab (determinants)
Oxazolidinone	MH0116	0	Ab (determinants)
Acridine dye	MH0116	0	Ab (determinants)
Macrolide	MH0116	6.12122536294e-08	Ab (determinants)
Phenicol	MH0116	1.08570469056e-08	Ab (determinants)
Elfamycin	MH0116	0	Ab (determinants)
Beta-lactam	MH0116	1.08506372101e-08	Ab (determinants)
Peptide	MH0116	6.11174814254e-11	Ab (determinants)
Coumarin	MH0116	3.75781119832e-09	Ab (mutations)
Rifampin	MH0116	4.2519709951e-09	Ab (mutations)
Sulfonamides	MH0116	2.53986851796e-09	Ab (mutations)
Fluoroquinolones	MH0116	3.43338737838e-08	Ab (mutations)
Metals	V1.CD21-4	2.17756124158e-06	Metals
Biocides	V1.CD21-4	8.73495678138e-07	Biocides
Aminoglycoside	MH0096	6.90363113989e-09	Ab (determinants)
Tetracycline derivative	MH0096	4.32180929291e-08	Ab (determinants)
Nucleoside	MH0096	5.83007322868e-11	Ab (determinants)
Pleuromutilin	MH0096	0	Ab (determinants)
Diaminopyrimidine	MH0096	7.35341494327e-10	Ab (determinants)
Glycopeptide	MH0096	6.71675100549e-10	Ab (determinants)
Lincosamide	MH0096	6.85532157463e-09	Ab (determinants)
Streptogramin	MH0096	3.41635026774e-10	Ab (determinants)
Sulfonamide	MH0096	9.70489546022e-11	Ab (determinants)
Aminonucleoside	MH0096	0	Ab (determinants)
Aminocoumarin	MH0096	0	Ab (determinants)
Mixture	MH0096	0	Ab (determinants)
Miscellaneous	MH0096	0	Ab (determinants)
Rifamycin	MH0096	0	Ab (determinants)
Lipopeptide	MH0096	0	Ab (determinants)
Fluoroquinolone	MH0096	0	Ab (determinants)
Oxazolidinone	MH0096	0	Ab (determinants)
Acridine dye	MH0096	0	Ab (determinants)
Macrolide	MH0096	1.54893943431e-09	Ab (determinants)
Phenicol	MH0096	8.51673376882e-10	Ab (determinants)
Elfamycin	MH0096	0	Ab (determinants)
Beta-lactam	MH0096	4.23374319382e-08	Ab (determinants)
Peptide	MH0096	0	Ab (determinants)
Coumarin	MH0096	3.87359911831e-09	Ab (mutations)
Rifampin	MH0096	3.08873543017e-09	Ab (mutations)
Sulfonamides	MH0096	4.20579150515e-10	Ab (mutations)
Fluoroquinolones	MH0096	1.48813371912e-08	Ab (mutations)
Aminoglycoside	MH0037	1.4501367449e-09	Ab (determinants)
Tetracycline derivative	MH0037	1.39834596837e-07	Ab (determinants)
Nucleoside	MH0037	7.99315752464e-10	Ab (determinants)
Pleuromutilin	MH0037	0	Ab (determinants)
Diaminopyrimidine	MH0037	1.43736462805e-10	Ab (determinants)
Glycopeptide	MH0037	8.86911077972e-11	Ab (determinants)
Lincosamide	MH0037	7.34887395295e-08	Ab (determinants)
Streptogramin	MH0037	7.29419631347e-08	Ab (determinants)
Sulfonamide	MH0037	0	Ab (determinants)
Aminonucleoside	MH0037	0	Ab (determinants)
Aminocoumarin	MH0037	5.41190176051e-10	Ab (determinants)
Mixture	MH0037	9.01933948416e-10	Ab (determinants)
Miscellaneous	MH0037	0	Ab (determinants)
Rifamycin	MH0037	1.91595557924e-10	Ab (determinants)
Lipopeptide	MH0037	1.09759742002e-09	Ab (determinants)
Fluoroquinolone	MH0037	1.66160809444e-09	Ab (determinants)
Oxazolidinone	MH0037	0	Ab (determinants)
Acridine dye	MH0037	8.59479303725e-12	Ab (determinants)
Macrolide	MH0037	7.39844501258e-08	Ab (determinants)
Phenicol	MH0037	6.73565052313e-09	Ab (determinants)
Elfamycin	MH0037	0	Ab (determinants)
Beta-lactam	MH0037	6.49181911638e-08	Ab (determinants)
Peptide	MH0037	6.60430998391e-11	Ab (determinants)
Coumarin	MH0037	2.25728336167e-09	Ab (mutations)
Rifampin	MH0037	3.99202553322e-09	Ab (mutations)
Sulfonamides	MH0037	0.0	Ab (mutations)
Fluoroquinolones	MH0037	2.45787055367e-08	Ab (mutations)
Aminoglycoside	V1.UC17-0	7.90735506793e-08	Ab (determinants)
Tetracycline derivative	V1.UC17-0	3.62415839605e-07	Ab (determinants)
Nucleoside	V1.UC17-0	3.51959519137e-09	Ab (determinants)
Pleuromutilin	V1.UC17-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC17-0	5.74448168148e-09	Ab (determinants)
Glycopeptide	V1.UC17-0	7.04048458946e-11	Ab (determinants)
Lincosamide	V1.UC17-0	2.45352466473e-07	Ab (determinants)
Streptogramin	V1.UC17-0	1.81689663087e-07	Ab (determinants)
Sulfonamide	V1.UC17-0	8.52032343007e-09	Ab (determinants)
Aminonucleoside	V1.UC17-0	0	Ab (determinants)
Aminocoumarin	V1.UC17-0	3.48264870441e-09	Ab (determinants)
Mixture	V1.UC17-0	9.87951797576e-09	Ab (determinants)
Miscellaneous	V1.UC17-0	0	Ab (determinants)
Rifamycin	V1.UC17-0	1.55323476379e-09	Ab (determinants)
Lipopeptide	V1.UC17-0	7.12624082142e-09	Ab (determinants)
Fluoroquinolone	V1.UC17-0	1.01454829164e-08	Ab (determinants)
Oxazolidinone	V1.UC17-0	0	Ab (determinants)
Acridine dye	V1.UC17-0	1.67413658145e-11	Ab (determinants)
Macrolide	V1.UC17-0	1.89370450391e-07	Ab (determinants)
Phenicol	V1.UC17-0	1.37379309088e-08	Ab (determinants)
Elfamycin	V1.UC17-0	0	Ab (determinants)
Beta-lactam	V1.UC17-0	1.32361944181e-07	Ab (determinants)
Peptide	V1.UC17-0	9.4315118589e-10	Ab (determinants)
Coumarin	V1.UC17-0	1.38784664478e-09	Ab (mutations)
Rifampin	V1.UC17-0	5.26209597532e-09	Ab (mutations)
Sulfonamides	V1.UC17-0	6.78609798699e-09	Ab (mutations)
Fluoroquinolones	V1.UC17-0	3.21040232976e-08	Ab (mutations)
Metals	V1.UC28-0	7.00600079673e-07	Metals
Biocides	V1.UC28-0	1.56682561354e-07	Biocides
Aminoglycoside	MH0099	9.30062697035e-10	Ab (determinants)
Tetracycline derivative	MH0099	9.71881482818e-08	Ab (determinants)
Nucleoside	MH0099	2.35994525665e-10	Ab (determinants)
Pleuromutilin	MH0099	0	Ab (determinants)
Diaminopyrimidine	MH0099	7.6835615711e-10	Ab (determinants)
Glycopeptide	MH0099	2.67925495677e-09	Ab (determinants)
Lincosamide	MH0099	2.70228493014e-08	Ab (determinants)
Streptogramin	MH0099	2.05303878496e-08	Ab (determinants)
Sulfonamide	MH0099	5.8370929327e-12	Ab (determinants)
Aminonucleoside	MH0099	0	Ab (determinants)
Aminocoumarin	MH0099	5.8370929327e-12	Ab (determinants)
Mixture	MH0099	2.43251433304e-11	Ab (determinants)
Miscellaneous	MH0099	0	Ab (determinants)
Rifamycin	MH0099	5.82596759674e-12	Ab (determinants)
Lipopeptide	MH0099	2.43251433304e-11	Ab (determinants)
Fluoroquinolone	MH0099	1.01230093002e-10	Ab (determinants)
Oxazolidinone	MH0099	0	Ab (determinants)
Acridine dye	MH0099	0	Ab (determinants)
Macrolide	MH0099	2.06016415439e-08	Ab (determinants)
Phenicol	MH0099	2.69790185651e-10	Ab (determinants)
Elfamycin	MH0099	0	Ab (determinants)
Beta-lactam	MH0099	2.9336636811e-08	Ab (determinants)
Peptide	MH0099	0	Ab (determinants)
Coumarin	MH0099	1.10022406743e-09	Ab (mutations)
Rifampin	MH0099	3.45397748941e-09	Ab (mutations)
Sulfonamides	MH0099	4.74447905025e-09	Ab (mutations)
Fluoroquinolones	MH0099	2.58388056116e-08	Ab (mutations)
Aminoglycoside	O2.UC53-0	3.70702461099e-08	Ab (determinants)
Tetracycline derivative	O2.UC53-0	2.49973469827e-07	Ab (determinants)
Nucleoside	O2.UC53-0	9.16946761581e-09	Ab (determinants)
Pleuromutilin	O2.UC53-0	0	Ab (determinants)
Diaminopyrimidine	O2.UC53-0	4.91567517243e-09	Ab (determinants)
Glycopeptide	O2.UC53-0	5.15711410576e-10	Ab (determinants)
Lincosamide	O2.UC53-0	8.13482292434e-08	Ab (determinants)
Streptogramin	O2.UC53-0	8.18521415986e-08	Ab (determinants)
Sulfonamide	O2.UC53-0	5.38374808769e-09	Ab (determinants)
Aminonucleoside	O2.UC53-0	0	Ab (determinants)
Aminocoumarin	O2.UC53-0	1.28014573946e-11	Ab (determinants)
Mixture	O2.UC53-0	1.13352336839e-10	Ab (determinants)
Miscellaneous	O2.UC53-0	0	Ab (determinants)
Rifamycin	O2.UC53-0	6.35193025742e-12	Ab (determinants)
Lipopeptide	O2.UC53-0	1.43196928556e-10	Ab (determinants)
Fluoroquinolone	O2.UC53-0	1.07533232095e-10	Ab (determinants)
Oxazolidinone	O2.UC53-0	0	Ab (determinants)
Acridine dye	O2.UC53-0	0	Ab (determinants)
Macrolide	O2.UC53-0	8.95238746625e-08	Ab (determinants)
Phenicol	O2.UC53-0	8.2613866184e-09	Ab (determinants)
Elfamycin	O2.UC53-0	0	Ab (determinants)
Beta-lactam	O2.UC53-0	1.23342352678e-07	Ab (determinants)
Peptide	O2.UC53-0	0	Ab (determinants)
Coumarin	O2.UC53-0	5.91151049555e-09	Ab (mutations)
Rifampin	O2.UC53-0	5.12005525127e-09	Ab (mutations)
Sulfonamides	O2.UC53-0	5.05614987505e-09	Ab (mutations)
Fluoroquinolones	O2.UC53-0	5.42338547899e-08	Ab (mutations)
Aminoglycoside	O2.UC44-2	9.84184169793e-09	Ab (determinants)
Tetracycline derivative	O2.UC44-2	2.01372934055e-07	Ab (determinants)
Nucleoside	O2.UC44-2	2.2734195722e-09	Ab (determinants)
Pleuromutilin	O2.UC44-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC44-2	4.9996606054e-09	Ab (determinants)
Glycopeptide	O2.UC44-2	1.55682350583e-10	Ab (determinants)
Lincosamide	O2.UC44-2	5.74645460083e-08	Ab (determinants)
Streptogramin	O2.UC44-2	5.02049830638e-08	Ab (determinants)
Sulfonamide	O2.UC44-2	6.85453687543e-10	Ab (determinants)
Aminonucleoside	O2.UC44-2	0	Ab (determinants)
Aminocoumarin	O2.UC44-2	6.0211668001e-10	Ab (determinants)
Mixture	O2.UC44-2	9.4573638035e-10	Ab (determinants)
Miscellaneous	O2.UC44-2	0	Ab (determinants)
Rifamycin	O2.UC44-2	2.13394136493e-10	Ab (determinants)
Lipopeptide	O2.UC44-2	1.05571448911e-09	Ab (determinants)
Fluoroquinolone	O2.UC44-2	1.56562851295e-09	Ab (determinants)
Oxazolidinone	O2.UC44-2	0	Ab (determinants)
Acridine dye	O2.UC44-2	6.12969859179e-12	Ab (determinants)
Macrolide	O2.UC44-2	5.87904752304e-08	Ab (determinants)
Phenicol	O2.UC44-2	1.67178814359e-08	Ab (determinants)
Elfamycin	O2.UC44-2	0	Ab (determinants)
Beta-lactam	O2.UC44-2	4.76366080426e-08	Ab (determinants)
Peptide	O2.UC44-2	2.95990706849e-10	Ab (determinants)
Coumarin	O2.UC44-2	6.35537206247e-09	Ab (mutations)
Rifampin	O2.UC44-2	4.02291273184e-09	Ab (mutations)
Sulfonamides	O2.UC44-2	5.8873495265e-09	Ab (mutations)
Fluoroquinolones	O2.UC44-2	3.03996505519e-08	Ab (mutations)
Aminoglycoside	V1.UC49-0	4.11748394279e-08	Ab (determinants)
Tetracycline derivative	V1.UC49-0	2.04780943458e-07	Ab (determinants)
Nucleoside	V1.UC49-0	4.28310705181e-09	Ab (determinants)
Pleuromutilin	V1.UC49-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC49-0	7.99258697223e-09	Ab (determinants)
Glycopeptide	V1.UC49-0	4.84774425509e-10	Ab (determinants)
Lincosamide	V1.UC49-0	1.74381133335e-07	Ab (determinants)
Streptogramin	V1.UC49-0	1.81124179785e-07	Ab (determinants)
Sulfonamide	V1.UC49-0	3.91262901253e-09	Ab (determinants)
Aminonucleoside	V1.UC49-0	0	Ab (determinants)
Aminocoumarin	V1.UC49-0	1.63685395348e-09	Ab (determinants)
Mixture	V1.UC49-0	2.82005129394e-09	Ab (determinants)
Miscellaneous	V1.UC49-0	0	Ab (determinants)
Rifamycin	V1.UC49-0	7.49668726552e-10	Ab (determinants)
Lipopeptide	V1.UC49-0	2.90371918819e-09	Ab (determinants)
Fluoroquinolone	V1.UC49-0	4.40221531673e-09	Ab (determinants)
Oxazolidinone	V1.UC49-0	0	Ab (determinants)
Acridine dye	V1.UC49-0	0	Ab (determinants)
Macrolide	V1.UC49-0	1.98502148301e-07	Ab (determinants)
Phenicol	V1.UC49-0	5.69988688205e-09	Ab (determinants)
Elfamycin	V1.UC49-0	0	Ab (determinants)
Beta-lactam	V1.UC49-0	6.90978800865e-08	Ab (determinants)
Peptide	V1.UC49-0	5.47190902644e-10	Ab (determinants)
Coumarin	V1.UC49-0	8.1110403845e-09	Ab (mutations)
Rifampin	V1.UC49-0	4.80858996142e-09	Ab (mutations)
Sulfonamides	V1.UC49-0	2.26706044029e-09	Ab (mutations)
Fluoroquinolones	V1.UC49-0	3.66817153076e-08	Ab (mutations)
Metals	MH0143	6.46269980883e-07	Metals
Biocides	MH0143	2.04868385345e-07	Biocides
Aminoglycoside	MH0065	1.66664165358e-09	Ab (determinants)
Tetracycline derivative	MH0065	1.56511877309e-07	Ab (determinants)
Nucleoside	MH0065	5.93377796195e-10	Ab (determinants)
Pleuromutilin	MH0065	0	Ab (determinants)
Diaminopyrimidine	MH0065	1.96381950847e-09	Ab (determinants)
Glycopeptide	MH0065	7.58231865897e-10	Ab (determinants)
Lincosamide	MH0065	2.85278060019e-09	Ab (determinants)
Streptogramin	MH0065	1.98329232778e-09	Ab (determinants)
Sulfonamide	MH0065	3.18715928507e-10	Ab (determinants)
Aminonucleoside	MH0065	0	Ab (determinants)
Aminocoumarin	MH0065	3.55189043487e-11	Ab (determinants)
Mixture	MH0065	4.75707831245e-11	Ab (determinants)
Miscellaneous	MH0065	0	Ab (determinants)
Rifamycin	MH0065	5.41174740676e-11	Ab (determinants)
Lipopeptide	MH0065	1.66731971527e-10	Ab (determinants)
Fluoroquinolone	MH0065	2.46844846779e-10	Ab (determinants)
Oxazolidinone	MH0065	0	Ab (determinants)
Acridine dye	MH0065	1.16034911798e-11	Ab (determinants)
Macrolide	MH0065	2.14466826209e-09	Ab (determinants)
Phenicol	MH0065	1.21278601534e-09	Ab (determinants)
Elfamycin	MH0065	0	Ab (determinants)
Beta-lactam	MH0065	2.98767524654e-08	Ab (determinants)
Peptide	MH0065	0	Ab (determinants)
Coumarin	MH0065	2.01463643722e-09	Ab (mutations)
Rifampin	MH0065	3.73333012513e-09	Ab (mutations)
Sulfonamides	MH0065	2.99892295508e-10	Ab (mutations)
Fluoroquinolones	MH0065	2.32147078648e-08	Ab (mutations)
Aminoglycoside	V1.UC19-0	8.65519907932e-09	Ab (determinants)
Tetracycline derivative	V1.UC19-0	2.49804588321e-07	Ab (determinants)
Nucleoside	V1.UC19-0	9.45028922572e-10	Ab (determinants)
Pleuromutilin	V1.UC19-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC19-0	4.46173534701e-09	Ab (determinants)
Glycopeptide	V1.UC19-0	4.39506399895e-10	Ab (determinants)
Lincosamide	V1.UC19-0	4.72104073842e-08	Ab (determinants)
Streptogramin	V1.UC19-0	1.77382083363e-08	Ab (determinants)
Sulfonamide	V1.UC19-0	7.16716039578e-10	Ab (determinants)
Aminonucleoside	V1.UC19-0	0	Ab (determinants)
Aminocoumarin	V1.UC19-0	7.64767847918e-10	Ab (determinants)
Mixture	V1.UC19-0	1.50497016817e-09	Ab (determinants)
Miscellaneous	V1.UC19-0	0	Ab (determinants)
Rifamycin	V1.UC19-0	3.16278872636e-10	Ab (determinants)
Lipopeptide	V1.UC19-0	1.94878554584e-09	Ab (determinants)
Fluoroquinolone	V1.UC19-0	2.44236643505e-09	Ab (determinants)
Oxazolidinone	V1.UC19-0	0	Ab (determinants)
Acridine dye	V1.UC19-0	4.13933207748e-11	Ab (determinants)
Macrolide	V1.UC19-0	2.21778054473e-08	Ab (determinants)
Phenicol	V1.UC19-0	1.06624359621e-08	Ab (determinants)
Elfamycin	V1.UC19-0	0	Ab (determinants)
Beta-lactam	V1.UC19-0	1.00846191059e-08	Ab (determinants)
Peptide	V1.UC19-0	3.123303365e-10	Ab (determinants)
Coumarin	V1.UC19-0	1.37031282122e-09	Ab (mutations)
Rifampin	V1.UC19-0	5.37152973376e-09	Ab (mutations)
Sulfonamides	V1.UC19-0	1.76086697576e-09	Ab (mutations)
Fluoroquinolones	V1.UC19-0	3.52031530969e-08	Ab (mutations)
Aminoglycoside	MH0013	1.60718532003e-09	Ab (determinants)
Tetracycline derivative	MH0013	1.40636111752e-07	Ab (determinants)
Nucleoside	MH0013	6.47388457455e-10	Ab (determinants)
Pleuromutilin	MH0013	0	Ab (determinants)
Diaminopyrimidine	MH0013	1.43266044712e-09	Ab (determinants)
Glycopeptide	MH0013	3.80025977056e-10	Ab (determinants)
Lincosamide	MH0013	1.25747435088e-08	Ab (determinants)
Streptogramin	MH0013	6.78131745148e-09	Ab (determinants)
Sulfonamide	MH0013	0	Ab (determinants)
