category	sample	sum_abund
Lincosamide	bgi-DOM025	8.04e-08
Glycopeptide	bgi-DOM025	5.83e-09
Coumarin	bgi-DOM025	6.62e-08
Rifampin	bgi-DOM025	1.71e-07
Sulfonamides	bgi-DOM025	1.25e-08
Fluoroquinolones	bgi-DOM025	3.68e-07
Metals	bgi-DOM025	2.51e-06
Biocides	bgi-DOM025	1.31e-06
Fluoroquinolone	bgi-DOM026	4.44e-10
Aminoglycoside	bgi-DOM026	2.11e-08
Lipopeptide	bgi-DOM026	1.96e-10
Tetracycline derivative	bgi-DOM026	2.33e-07
Streptogramin	bgi-DOM026	2.28e-07
Macrolide	bgi-DOM026	2.28e-07
Sulfonamide	bgi-DOM026	7.91e-10
Aminocoumarin	bgi-DOM026	7.27e-11
Diaminopyrimidine	bgi-DOM026	1.30e-08
Nucleoside	bgi-DOM026	1.55e-10
Beta-lactam	bgi-DOM026	5.59e-08
Phenicol	bgi-DOM026	1.81e-10
Lincosamide	bgi-DOM026	2.38e-07
Glycopeptide	bgi-DOM026	1.09e-10
Coumarin	bgi-DOM026	1.01e-07
Rifampin	bgi-DOM026	1.32e-07
Sulfonamides	bgi-DOM026	7.19e-10
Fluoroquinolones	bgi-DOM026	2.53e-07
Metals	bgi-DOM026	3.37e-06
Biocides	bgi-DOM026	1.12e-06
Fluoroquinolone	bgi-ED12A	3.34e-08
Aminoglycoside	bgi-ED12A	1.85e-08
Lipopeptide	bgi-ED12A	1.95e-08
Peptide	bgi-ED12A	3.84e-09
Tetracycline derivative	bgi-ED12A	2.38e-07
Streptogramin	bgi-ED12A	1.04e-07
Macrolide	bgi-ED12A	1.20e-07
Sulfonamide	bgi-ED12A	4.42e-09
Aminocoumarin	bgi-ED12A	1.39e-08
Rifamycin	bgi-ED12A	4.92e-09
Diaminopyrimidine	bgi-ED12A	4.06e-08
Beta-lactam	bgi-ED12A	9.23e-08
Phenicol	bgi-ED12A	6.34e-09
Lincosamide	bgi-ED12A	1.03e-07
Glycopeptide	bgi-ED12A	7.44e-10
Coumarin	bgi-ED12A	1.14e-07
Rifampin	bgi-ED12A	1.73e-07
Sulfonamides	bgi-ED12A	6.60e-09
Fluoroquinolones	bgi-ED12A	3.31e-07
Metals	bgi-ED12A	5.48e-06
Biocides	bgi-ED12A	2.19e-06
Fluoroquinolone	bgi-ED13A	1.87e-08
Aminoglycoside	bgi-ED13A	1.22e-08
Lipopeptide	bgi-ED13A	8.26e-09
Peptide	bgi-ED13A	1.40e-09
Tetracycline derivative	bgi-ED13A	1.17e-07
Streptogramin	bgi-ED13A	4.29e-07
Macrolide	bgi-ED13A	4.59e-07
Sulfonamide	bgi-ED13A	2.02e-09
Aminocoumarin	bgi-ED13A	7.81e-09
Rifamycin	bgi-ED13A	5.50e-09
Diaminopyrimidine	bgi-ED13A	6.81e-09
Nucleoside	bgi-ED13A	1.74e-10
Beta-lactam	bgi-ED13A	2.32e-07
Phenicol	bgi-ED13A	8.47e-09
Lincosamide	bgi-ED13A	4.16e-07
Coumarin	bgi-ED13A	1.05e-07
Rifampin	bgi-ED13A	2.05e-07
Sulfonamides	bgi-ED13A	1.76e-09
Fluoroquinolones	bgi-ED13A	4.01e-07
Metals	bgi-ED13A	6.39e-06
Biocides	bgi-ED13A	3.32e-06
Fluoroquinolone	bgi-ED14A	1.44e-08
Aminoglycoside	bgi-ED14A	1.64e-08
Lipopeptide	bgi-ED14A	9.22e-09
Peptide	bgi-ED14A	2.03e-09
Tetracycline derivative	bgi-ED14A	2.19e-07
Streptogramin	bgi-ED14A	1.59e-07
Macrolide	bgi-ED14A	1.73e-07
Sulfonamide	bgi-ED14A	3.19e-09
Aminocoumarin	bgi-ED14A	5.66e-09
Rifamycin	bgi-ED14A	2.18e-09
Diaminopyrimidine	bgi-ED14A	7.05e-09
Nucleoside	bgi-ED14A	5.48e-11
Beta-lactam	bgi-ED14A	9.62e-08
Phenicol	bgi-ED14A	1.04e-08
Lincosamide	bgi-ED14A	1.62e-07
Glycopeptide	bgi-ED14A	2.84e-11
Coumarin	bgi-ED14A	3.09e-08
Rifampin	bgi-ED14A	1.80e-07
Sulfonamides	bgi-ED14A	2.50e-08
Fluoroquinolones	bgi-ED14A	3.15e-07
Metals	bgi-ED14A	4.31e-06
Biocides	bgi-ED14A	1.48e-06
Fluoroquinolone	bgi-ED15A	1.38e-07
Aminoglycoside	bgi-ED15A	1.23e-07
Lipopeptide	bgi-ED15A	9.01e-08
Peptide	bgi-ED15A	1.54e-08
Tetracycline derivative	bgi-ED15A	2.28e-07
Streptogramin	bgi-ED15A	1.40e-07
Macrolide	bgi-ED15A	2.26e-07
Sulfonamide	bgi-ED15A	3.45e-08
Aminocoumarin	bgi-ED15A	5.75e-08
Rifamycin	bgi-ED15A	1.94e-08
Diaminopyrimidine	bgi-ED15A	1.84e-08
Nucleoside	bgi-ED15A	2.31e-10
Beta-lactam	bgi-ED15A	1.48e-07
Phenicol	bgi-ED15A	2.01e-08
Lincosamide	bgi-ED15A	1.40e-07
Glycopeptide	bgi-ED15A	3.59e-11
Coumarin	bgi-ED15A	7.43e-08
Rifampin	bgi-ED15A	1.76e-07
Sulfonamides	bgi-ED15A	9.65e-10
Fluoroquinolones	bgi-ED15A	3.55e-07
Metals	bgi-ED15A	7.66e-06
Biocides	bgi-ED15A	4.16e-06
Fluoroquinolone	bgi-ED19A	7.37e-07
Aminoglycoside	bgi-ED19A	4.82e-07
Lipopeptide	bgi-ED19A	5.09e-07
Peptide	bgi-ED19A	8.58e-08
Tetracycline derivative	bgi-ED19A	4.47e-07
Streptogramin	bgi-ED19A	6.79e-08
Macrolide	bgi-ED19A	4.52e-07
Sulfonamide	bgi-ED19A	2.18e-07
Aminocoumarin	bgi-ED19A	3.33e-07
Rifamycin	bgi-ED19A	1.02e-07
Diaminopyrimidine	bgi-ED19A	1.62e-07
Nucleoside	bgi-ED19A	7.26e-11
Beta-lactam	bgi-ED19A	5.63e-07
Phenicol	bgi-ED19A	1.11e-07
Lincosamide	bgi-ED19A	8.84e-08
Glycopeptide	bgi-ED19A	2.62e-10
Coumarin	bgi-ED19A	6.47e-08
Rifampin	bgi-ED19A	1.59e-07
Sulfonamides	bgi-ED19A	6.90e-09
Fluoroquinolones	bgi-ED19A	2.22e-07
Metals	bgi-ED19A	2.89e-05
Biocides	bgi-ED19A	1.80e-05
Fluoroquinolone	bgi-ED20A	4.07e-08
Aminoglycoside	bgi-ED20A	3.81e-08
Lipopeptide	bgi-ED20A	2.50e-08
Peptide	bgi-ED20A	3.66e-09
Tetracycline derivative	bgi-ED20A	2.00e-07
Streptogramin	bgi-ED20A	1.69e-07
Macrolide	bgi-ED20A	1.88e-07
Sulfonamide	bgi-ED20A	7.35e-09
Aminocoumarin	bgi-ED20A	1.70e-08
Rifamycin	bgi-ED20A	5.66e-09
Diaminopyrimidine	bgi-ED20A	8.48e-09
Nucleoside	bgi-ED20A	2.37e-10
Beta-lactam	bgi-ED20A	1.83e-07
Phenicol	bgi-ED20A	1.56e-08
Lincosamide	bgi-ED20A	1.70e-07
Glycopeptide	bgi-ED20A	1.28e-09
Coumarin	bgi-ED20A	9.85e-08
Rifampin	bgi-ED20A	1.95e-07
Sulfonamides	bgi-ED20A	1.38e-08
Fluoroquinolones	bgi-ED20A	4.04e-07
Metals	bgi-ED20A	4.54e-06
Biocides	bgi-ED20A	1.83e-06
Fluoroquinolone	bgi-ED50A	1.64e-08
Aminoglycoside	bgi-ED50A	4.12e-09
Lipopeptide	bgi-ED50A	1.06e-08
Peptide	bgi-ED50A	1.78e-09
Tetracycline derivative	bgi-ED50A	2.29e-07
Streptogramin	bgi-ED50A	2.33e-07
Macrolide	bgi-ED50A	2.40e-07
Sulfonamide	bgi-ED50A	8.01e-10
Aminocoumarin	bgi-ED50A	7.55e-09
Rifamycin	bgi-ED50A	2.70e-09
Diaminopyrimidine	bgi-ED50A	1.26e-09
Nucleoside	bgi-ED50A	2.97e-11
Beta-lactam	bgi-ED50A	2.05e-08
Phenicol	bgi-ED50A	7.79e-09
Lincosamide	bgi-ED50A	2.33e-07
Coumarin	bgi-ED50A	5.28e-08
Rifampin	bgi-ED50A	2.83e-07
Sulfonamides	bgi-ED50A	2.72e-08
Fluoroquinolones	bgi-ED50A	4.98e-07
Metals	bgi-ED50A	5.89e-06
Biocides	bgi-ED50A	1.53e-06
Fluoroquinolone	bgi-ED9A	5.84e-10
Aminoglycoside	bgi-ED9A	2.55e-08
Lipopeptide	bgi-ED9A	6.28e-10
Peptide	bgi-ED9A	9.79e-11
Tetracycline derivative	bgi-ED9A	2.25e-07
Streptogramin	bgi-ED9A	2.76e-07
Macrolide	bgi-ED9A	2.79e-07
Sulfonamide	bgi-ED9A	2.47e-10
Aminocoumarin	bgi-ED9A	2.92e-10
Rifamycin	bgi-ED9A	1.04e-10
Diaminopyrimidine	bgi-ED9A	6.78e-09
Oxazolidinone	bgi-ED9A	3.83e-11
Nucleoside	bgi-ED9A	2.22e-10
Beta-lactam	bgi-ED9A	3.56e-07
Phenicol	bgi-ED9A	2.30e-09
Lincosamide	bgi-ED9A	2.80e-07
Pleuromutilin	bgi-ED9A	3.83e-11
Glycopeptide	bgi-ED9A	1.01e-09
Coumarin	bgi-ED9A	2.29e-08
Rifampin	bgi-ED9A	1.40e-07
Sulfonamides	bgi-ED9A	3.71e-08
Fluoroquinolones	bgi-ED9A	2.41e-07
Metals	bgi-ED9A	4.15e-06
Biocides	bgi-ED9A	1.42e-06
Fluoroquinolone	bgi-N001A	4.72e-11
Aminoglycoside	bgi-N001A	4.53e-09
Lipopeptide	bgi-N001A	2.54e-11
Tetracycline derivative	bgi-N001A	2.61e-07
Streptogramin	bgi-N001A	1.22e-07
Macrolide	bgi-N001A	1.34e-07
Sulfonamide	bgi-N001A	1.34e-09
Diaminopyrimidine	bgi-N001A	6.76e-09
Nucleoside	bgi-N001A	5.10e-11
Beta-lactam	bgi-N001A	8.85e-08
Phenicol	bgi-N001A	8.98e-10
Lincosamide	bgi-N001A	1.30e-07
Glycopeptide	bgi-N001A	2.85e-11
Coumarin	bgi-N001A	1.25e-08
Rifampin	bgi-N001A	1.84e-07
Sulfonamides	bgi-N001A	2.92e-08
Fluoroquinolones	bgi-N001A	3.23e-07
Metals	bgi-N001A	3.73e-06
Biocides	bgi-N001A	1.25e-06
Fluoroquinolone	bgi-N002A	1.89e-08
Aminoglycoside	bgi-N002A	1.90e-08
Lipopeptide	bgi-N002A	1.24e-08
Peptide	bgi-N002A	2.48e-09
Tetracycline derivative	bgi-N002A	3.01e-07
Streptogramin	bgi-N002A	2.15e-07
Macrolide	bgi-N002A	2.24e-07
Sulfonamide	bgi-N002A	3.15e-08
Aminocoumarin	bgi-N002A	8.09e-09
Rifamycin	bgi-N002A	2.81e-09
Diaminopyrimidine	bgi-N002A	6.25e-09
Beta-lactam	bgi-N002A	1.40e-07
Phenicol	bgi-N002A	3.22e-09
Lincosamide	bgi-N002A	2.36e-07
Glycopeptide	bgi-N002A	1.95e-09
Coumarin	bgi-N002A	1.25e-07
Rifampin	bgi-N002A	2.02e-07
Sulfonamides	bgi-N002A	4.73e-09
Fluoroquinolones	bgi-N002A	3.14e-07
Metals	bgi-N002A	3.14e-06
Biocides	bgi-N002A	1.10e-06
Fluoroquinolone	bgi-N003A	4.55e-09
Aminoglycoside	bgi-N003A	1.64e-08
Lipopeptide	bgi-N003A	2.01e-09
Peptide	bgi-N003A	2.01e-10
Tetracycline derivative	bgi-N003A	3.01e-07
Streptogramin	bgi-N003A	1.81e-07
Macrolide	bgi-N003A	1.88e-07
Sulfonamide	bgi-N003A	2.35e-09
Aminocoumarin	bgi-N003A	1.62e-09
Rifamycin	bgi-N003A	1.14e-09
Diaminopyrimidine	bgi-N003A	4.39e-09
Nucleoside	bgi-N003A	1.01e-10
Beta-lactam	bgi-N003A	2.11e-07
Phenicol	bgi-N003A	3.65e-09
Lincosamide	bgi-N003A	2.42e-07
Coumarin	bgi-N003A	9.07e-08
Rifampin	bgi-N003A	1.67e-07
Sulfonamides	bgi-N003A	9.43e-09
Fluoroquinolones	bgi-N003A	2.88e-07
Metals	bgi-N003A	3.48e-06
Biocides	bgi-N003A	1.40e-06
Fluoroquinolone	bgi-N005A	1.51e-07
Aminoglycoside	bgi-N005A	6.19e-08
Lipopeptide	bgi-N005A	8.72e-08
Peptide	bgi-N005A	1.65e-08
Tetracycline derivative	bgi-N005A	3.00e-07
Streptogramin	bgi-N005A	2.10e-07
Macrolide	bgi-N005A	2.74e-07
Sulfonamide	bgi-N005A	3.22e-09
Aminocoumarin	bgi-N005A	6.46e-08
Rifamycin	bgi-N005A	2.43e-08
Diaminopyrimidine	bgi-N005A	7.46e-09
Nucleoside	bgi-N005A	7.61e-10
Beta-lactam	bgi-N005A	2.59e-07
Phenicol	bgi-N005A	2.79e-08
Lincosamide	bgi-N005A	2.21e-07
Glycopeptide	bgi-N005A	1.83e-10
Coumarin	bgi-N005A	1.60e-08
Rifampin	bgi-N005A	1.73e-07
Sulfonamides	bgi-N005A	1.62e-08
Fluoroquinolones	bgi-N005A	3.04e-07
Metals	bgi-N005A	1.04e-05
Biocides	bgi-N005A	5.13e-06
Fluoroquinolone	bgi-N006A	6.92e-10
Aminoglycoside	bgi-N006A	8.52e-09
Lipopeptide	bgi-N006A	1.78e-10
Peptide	bgi-N006A	7.63e-11
Tetracycline derivative	bgi-N006A	2.81e-07
Streptogramin	bgi-N006A	6.06e-08
Macrolide	bgi-N006A	6.11e-08
Sulfonamide	bgi-N006A	7.68e-11
Aminocoumarin	bgi-N006A	1.92e-10
Rifamycin	bgi-N006A	2.23e-10
Diaminopyrimidine	bgi-N006A	6.09e-09
Nucleoside	bgi-N006A	4.62e-10
Beta-lactam	bgi-N006A	4.43e-08
Phenicol	bgi-N006A	1.54e-09
Lincosamide	bgi-N006A	1.01e-07
Glycopeptide	bgi-N006A	5.78e-10
Coumarin	bgi-N006A	9.59e-08
Rifampin	bgi-N006A	2.25e-07
Sulfonamides	bgi-N006A	3.31e-09
Fluoroquinolones	bgi-N006A	4.28e-07
Metals	bgi-N006A	3.17e-06
Biocides	bgi-N006A	1.19e-06
Fluoroquinolone	bgi-N009A	1.01e-07
Aminoglycoside	bgi-N009A	2.24e-08
Lipopeptide	bgi-N009A	6.89e-08
Peptide	bgi-N009A	9.74e-09
Tetracycline derivative	bgi-N009A	2.73e-07
Streptogramin	bgi-N009A	3.49e-08
Macrolide	bgi-N009A	7.51e-08
Sulfonamide	bgi-N009A	4.36e-09
Aminocoumarin	bgi-N009A	4.46e-08
Rifamycin	bgi-N009A	1.57e-08
Diaminopyrimidine	bgi-N009A	1.10e-08
Nucleoside	bgi-N009A	2.99e-10
Beta-lactam	bgi-N009A	1.09e-07
Phenicol	bgi-N009A	2.43e-08
Lincosamide	bgi-N009A	4.79e-08
Glycopeptide	bgi-N009A	1.27e-10
Coumarin	bgi-N009A	9.51e-08
Rifampin	bgi-N009A	1.68e-07
Sulfonamides	bgi-N009A	1.78e-08
Fluoroquinolones	bgi-N009A	2.50e-07
Metals	bgi-N009A	6.27e-06
Biocides	bgi-N009A	3.00e-06
Fluoroquinolone	bgi-N011A	1.02e-09
Aminoglycoside	bgi-N011A	1.51e-08
Lipopeptide	bgi-N011A	2.10e-10
Peptide	bgi-N011A	2.95e-11
Tetracycline derivative	bgi-N011A	2.89e-07
Streptogramin	bgi-N011A	9.94e-08
Macrolide	bgi-N011A	9.97e-08
Sulfonamide	bgi-N011A	1.21e-09
Aminocoumarin	bgi-N011A	2.35e-10
Rifamycin	bgi-N011A	1.25e-10
Diaminopyrimidine	bgi-N011A	1.10e-08
Nucleoside	bgi-N011A	4.91e-10
Beta-lactam	bgi-N011A	9.01e-08
Phenicol	bgi-N011A	2.90e-09
Lincosamide	bgi-N011A	1.06e-07
Coumarin	bgi-N011A	7.81e-08
Rifampin	bgi-N011A	1.45e-07
Sulfonamides	bgi-N011A	1.66e-08
Fluoroquinolones	bgi-N011A	2.74e-07
Metals	bgi-N011A	3.65e-06
Biocides	bgi-N011A	1.10e-06
Fluoroquinolone	bgi-N013A	1.11e-07
Aminoglycoside	bgi-N013A	2.62e-08
Lipopeptide	bgi-N013A	7.39e-08
Peptide	bgi-N013A	1.42e-08
Tetracycline derivative	bgi-N013A	2.95e-07
Streptogramin	bgi-N013A	4.21e-08
Macrolide	bgi-N013A	8.80e-08
Sulfonamide	bgi-N013A	2.88e-09
Aminocoumarin	bgi-N013A	4.74e-08
Rifamycin	bgi-N013A	1.72e-08
Diaminopyrimidine	bgi-N013A	2.24e-09
Nucleoside	bgi-N013A	4.21e-11
Beta-lactam	bgi-N013A	2.32e-07
Phenicol	bgi-N013A	2.14e-08
Lincosamide	bgi-N013A	5.64e-08
Coumarin	bgi-N013A	9.71e-08
Rifampin	bgi-N013A	1.78e-07
Sulfonamides	bgi-N013A	1.57e-08
Fluoroquinolones	bgi-N013A	3.11e-07
Metals	bgi-N013A	5.93e-06
Biocides	bgi-N013A	3.16e-06
Fluoroquinolone	bgi-N017A	5.12e-09
Aminoglycoside	bgi-N017A	3.70e-08
Lipopeptide	bgi-N017A	2.72e-09
Peptide	bgi-N017A	4.11e-10
Tetracycline derivative	bgi-N017A	2.80e-07
Streptogramin	bgi-N017A	1.18e-07
Macrolide	bgi-N017A	1.25e-07
Sulfonamide	bgi-N017A	2.86e-09
Aminocoumarin	bgi-N017A	1.83e-09
Rifamycin	bgi-N017A	4.63e-10
Diaminopyrimidine	bgi-N017A	1.37e-08
Nucleoside	bgi-N017A	8.22e-09
Beta-lactam	bgi-N017A	7.67e-08
Phenicol	bgi-N017A	6.40e-09
Lincosamide	bgi-N017A	1.66e-07
Coumarin	bgi-N017A	1.20e-08
Rifampin	bgi-N017A	1.74e-07
Sulfonamides	bgi-N017A	3.88e-09
Fluoroquinolones	bgi-N017A	2.21e-07
Metals	bgi-N017A	4.21e-06
Biocides	bgi-N017A	1.40e-06
Fluoroquinolone	bgi-N020A	2.83e-08
Aminoglycoside	bgi-N020A	8.06e-08
Lipopeptide	bgi-N020A	1.65e-08
Peptide	bgi-N020A	3.28e-09
Tetracycline derivative	bgi-N020A	2.55e-07
Streptogramin	bgi-N020A	2.28e-07
Macrolide	bgi-N020A	2.40e-07
Sulfonamide	bgi-N020A	5.52e-09
Aminocoumarin	bgi-N020A	1.26e-08
Rifamycin	bgi-N020A	5.96e-09
Diaminopyrimidine	bgi-N020A	1.09e-08
Nucleoside	bgi-N020A	2.86e-09
Beta-lactam	bgi-N020A	6.41e-08
Phenicol	bgi-N020A	1.92e-08
Lincosamide	bgi-N020A	2.38e-07
Glycopeptide	bgi-N020A	3.23e-09
Coumarin	bgi-N020A	2.68e-08
Rifampin	bgi-N020A	1.06e-07
Sulfonamides	bgi-N020A	3.25e-09
Fluoroquinolones	bgi-N020A	1.67e-07
Metals	bgi-N020A	5.46e-06
Biocides	bgi-N020A	2.25e-06
Fluoroquinolone	bgi-N021A	3.64e-07
Aminoglycoside	bgi-N021A	8.37e-08
Lipopeptide	bgi-N021A	2.24e-07
Peptide	bgi-N021A	4.05e-08
Tetracycline derivative	bgi-N021A	3.83e-07
Streptogramin	bgi-N021A	7.89e-08
Macrolide	bgi-N021A	2.28e-07
Sulfonamide	bgi-N021A	3.18e-08
Aminocoumarin	bgi-N021A	1.65e-07
Rifamycin	bgi-N021A	5.48e-08
Diaminopyrimidine	bgi-N021A	5.19e-10
Nucleoside	bgi-N021A	9.91e-10
Beta-lactam	bgi-N021A	2.75e-07
Phenicol	bgi-N021A	5.71e-08
Lincosamide	bgi-N021A	8.57e-08
Glycopeptide	bgi-N021A	4.62e-11
Coumarin	bgi-N021A	5.61e-08
Rifampin	bgi-N021A	1.56e-07
Sulfonamides	bgi-N021A	2.83e-08
Fluoroquinolones	bgi-N021A	3.02e-07
Metals	bgi-N021A	1.43e-05
Biocides	bgi-N021A	8.07e-06
Fluoroquinolone	bgi-N022A	2.70e-08
Aminoglycoside	bgi-N022A	2.59e-08
Lipopeptide	bgi-N022A	1.39e-08
Peptide	bgi-N022A	2.70e-09
Tetracycline derivative	bgi-N022A	2.42e-07
Streptogramin	bgi-N022A	2.12e-07
Macrolide	bgi-N022A	2.22e-07
Sulfonamide	bgi-N022A	3.09e-09
Aminocoumarin	bgi-N022A	1.05e-08
Rifamycin	bgi-N022A	5.87e-09
Diaminopyrimidine	bgi-N022A	6.04e-09
Nucleoside	bgi-N022A	1.59e-09
Beta-lactam	bgi-N022A	4.79e-08
Phenicol	bgi-N022A	1.57e-08
Lincosamide	bgi-N022A	2.15e-07
Glycopeptide	bgi-N022A	1.16e-09
Coumarin	bgi-N022A	2.41e-08
Rifampin	bgi-N022A	1.25e-07
Sulfonamides	bgi-N022A	5.12e-09
Fluoroquinolones	bgi-N022A	2.19e-07
Metals	bgi-N022A	6.57e-06
Biocides	bgi-N022A	2.96e-06
Fluoroquinolone	bgi-N024A	1.19e-10
Aminoglycoside	bgi-N024A	3.87e-09
Lipopeptide	bgi-N024A	3.88e-11
Tetracycline derivative	bgi-N024A	1.94e-07
Streptogramin	bgi-N024A	7.24e-08
Macrolide	bgi-N024A	7.35e-08
Sulfonamide	bgi-N024A	3.79e-09
Aminocoumarin	bgi-N024A	5.77e-11
Rifamycin	bgi-N024A	1.40e-11
Diaminopyrimidine	bgi-N024A	1.85e-09
Nucleoside	bgi-N024A	1.53e-10
Beta-lactam	bgi-N024A	2.38e-08
Phenicol	bgi-N024A	2.82e-09
Lincosamide	bgi-N024A	8.01e-08
Glycopeptide	bgi-N024A	2.97e-11
Coumarin	bgi-N024A	9.75e-08
Rifampin	bgi-N024A	2.31e-07
Sulfonamides	bgi-N024A	5.14e-09
Fluoroquinolones	bgi-N024A	4.14e-07
Metals	bgi-N024A	3.21e-06
Biocides	bgi-N024A	1.21e-06
Fluoroquinolone	bgi-N025A	1.17e-07
Aminoglycoside	bgi-N025A	8.27e-08
Lipopeptide	bgi-N025A	6.93e-08
Peptide	bgi-N025A	1.37e-08
Tetracycline derivative	bgi-N025A	1.58e-07
Streptogramin	bgi-N025A	4.76e-08
Macrolide	bgi-N025A	9.57e-08
Sulfonamide	bgi-N025A	1.74e-08
Aminocoumarin	bgi-N025A	4.55e-08
Rifamycin	bgi-N025A	2.02e-08
Diaminopyrimidine	bgi-N025A	1.66e-08
Nucleoside	bgi-N025A	2.01e-09
Beta-lactam	bgi-N025A	1.61e-07
Phenicol	bgi-N025A	4.36e-08
Lincosamide	bgi-N025A	4.86e-08
Glycopeptide	bgi-N025A	5.95e-09
Coumarin	bgi-N025A	1.72e-08
Rifampin	bgi-N025A	1.71e-07
Sulfonamides	bgi-N025A	8.67e-09
Fluoroquinolones	bgi-N025A	2.96e-07
Metals	bgi-N025A	6.43e-06
Biocides	bgi-N025A	3.14e-06
Fluoroquinolone	bgi-N026A	2.12e-08
Aminoglycoside	bgi-N026A	2.81e-08
Lipopeptide	bgi-N026A	4.76e-09
Peptide	bgi-N026A	3.99e-10
Tetracycline derivative	bgi-N026A	1.96e-07
Streptogramin	bgi-N026A	6.93e-08
Macrolide	bgi-N026A	7.54e-08
Sulfonamide	bgi-N026A	1.21e-09
Aminocoumarin	bgi-N026A	5.26e-09
Rifamycin	bgi-N026A	1.21e-08
Diaminopyrimidine	bgi-N026A	9.73e-09
Nucleoside	bgi-N026A	3.15e-09
Beta-lactam	bgi-N026A	3.71e-08
Phenicol	bgi-N026A	3.63e-08
Lincosamide	bgi-N026A	8.25e-08
Coumarin	bgi-N026A	7.31e-08
Rifampin	bgi-N026A	1.93e-07
Sulfonamides	bgi-N026A	6.99e-09
Fluoroquinolones	bgi-N026A	3.14e-07
Metals	bgi-N026A	9.99e-06
Biocides	bgi-N026A	5.51e-06
Fluoroquinolone	bgi-N027A	6.82e-10
Aminoglycoside	bgi-N027A	2.13e-09
Lipopeptide	bgi-N027A	4.22e-10
Peptide	bgi-N027A	6.79e-11
Tetracycline derivative	bgi-N027A	1.93e-07
Streptogramin	bgi-N027A	4.38e-08
Macrolide	bgi-N027A	4.60e-08
Sulfonamide	bgi-N027A	1.13e-10
Aminocoumarin	bgi-N027A	2.29e-10
Rifamycin	bgi-N027A	9.39e-11
Diaminopyrimidine	bgi-N027A	4.45e-09
Nucleoside	bgi-N027A	2.05e-10
Beta-lactam	bgi-N027A	1.39e-07
Phenicol	bgi-N027A	1.19e-09
Lincosamide	bgi-N027A	6.56e-08
Glycopeptide	bgi-N027A	5.75e-10
Coumarin	bgi-N027A	2.00e-07
Rifampin	bgi-N027A	2.44e-07
Sulfonamides	bgi-N027A	3.76e-09
Fluoroquinolones	bgi-N027A	5.22e-07
Metals	bgi-N027A	2.90e-06
Biocides	bgi-N027A	7.28e-07
Fluoroquinolone	bgi-N028A	1.09e-09
Aminoglycoside	bgi-N028A	8.62e-09
Lipopeptide	bgi-N028A	4.92e-10
Tetracycline derivative	bgi-N028A	3.03e-07
Streptogramin	bgi-N028A	1.99e-07
Macrolide	bgi-N028A	2.31e-07
Sulfonamide	bgi-N028A	1.52e-08
Aminocoumarin	bgi-N028A	3.40e-10
Rifamycin	bgi-N028A	8.39e-11
Diaminopyrimidine	bgi-N028A	6.87e-09
Nucleoside	bgi-N028A	5.99e-10
Beta-lactam	bgi-N028A	4.70e-08
Phenicol	bgi-N028A	1.39e-09
Lincosamide	bgi-N028A	1.55e-07
Glycopeptide	bgi-N028A	6.58e-11
Coumarin	bgi-N028A	8.18e-08
Rifampin	bgi-N028A	1.74e-07
Sulfonamides	bgi-N028A	7.88e-09
Fluoroquinolones	bgi-N028A	3.13e-07
Metals	bgi-N028A	2.83e-06
Biocides	bgi-N028A	1.05e-06
Fluoroquinolone	bgi-N029A	1.45e-08
Aminoglycoside	bgi-N029A	1.06e-08
Lipopeptide	bgi-N029A	7.78e-09
Peptide	bgi-N029A	1.45e-09
Tetracycline derivative	bgi-N029A	2.24e-07
Streptogramin	bgi-N029A	1.19e-07
Macrolide	bgi-N029A	1.24e-07
Sulfonamide	bgi-N029A	6.00e-11
Aminocoumarin	bgi-N029A	5.30e-09
Rifamycin	bgi-N029A	1.80e-09
Diaminopyrimidine	bgi-N029A	1.53e-08
Nucleoside	bgi-N029A	3.99e-11
Beta-lactam	bgi-N029A	5.50e-08
Phenicol	bgi-N029A	3.70e-09
Lincosamide	bgi-N029A	1.29e-07
Glycopeptide	bgi-N029A	6.09e-09
Coumarin	bgi-N029A	5.91e-08
Rifampin	bgi-N029A	1.72e-07
Sulfonamides	bgi-N029A	3.24e-09
Fluoroquinolones	bgi-N029A	3.16e-07
Metals	bgi-N029A	3.50e-06
Biocides	bgi-N029A	1.40e-06
Fluoroquinolone	bgi-N031A	6.25e-09
Aminoglycoside	bgi-N031A	5.97e-09
Lipopeptide	bgi-N031A	3.76e-09
Peptide	bgi-N031A	7.67e-10
Tetracycline derivative	bgi-N031A	1.46e-06
Streptogramin	bgi-N031A	1.58e-07
Macrolide	bgi-N031A	1.61e-07
Sulfonamide	bgi-N031A	1.98e-09
Aminocoumarin	bgi-N031A	2.75e-09
Rifamycin	bgi-N031A	1.43e-09
Diaminopyrimidine	bgi-N031A	5.18e-10
Beta-lactam	bgi-N031A	2.16e-07
Phenicol	bgi-N031A	5.25e-09
Lincosamide	bgi-N031A	1.58e-07
Glycopeptide	bgi-N031A	1.23e-10
Coumarin	bgi-N031A	1.99e-07
Rifampin	bgi-N031A	2.42e-07
Sulfonamides	bgi-N031A	6.10e-08
Fluoroquinolones	bgi-N031A	5.07e-07
Metals	bgi-N031A	2.60e-06
Biocides	bgi-N031A	8.10e-07
Fluoroquinolone	bgi-N032A	4.75e-09
Aminoglycoside	bgi-N032A	8.28e-09
Lipopeptide	bgi-N032A	2.90e-09
